id,domain,surface,tab,entity,operation,sourceFile,sourceLine,currentBehaviour,requiredBehaviour,apiMethodPath,validation,authorization,states,sideEffect,persistence,evidence,status,blockedBy
OP-LAB-RUN,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/prompt-lab — 'Run',,PromptRun,execute,src/screens/app/PromptLab.tsx,54,"setTimeout(900), THEN spend(3) (hardcoded), then setResult with a fabricated latency (1200 + random*900), fabricated token count (userPrompt.length/3 + 180) and a stock paragraph beginning 'On the live platform this runs against…'. Only the single latest result is kept.","Persist a PromptRun, call the provider, record real latency/tokens/cost, price credits from the model, and keep run history.",POST /api/v1/prompt-lab/runs,non-empty user prompt; temperature and maxTokens in range; idempotency key,member of tenant with ai.promptlab.run,,LLM provider call (none today),browser-only,,DISCOVERED,
OP-LAB-RUN-DENIED,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/prompt-lab response pane,,PromptRun,execute,src/screens/app/PromptLab.tsx,70,"Unfunded runs still create a Result with credits: 0 and the text 'Your AI Credits pool is empty for this cycle…' — rendered in the same body style as a success, and the header still prints a fabricated latency and token count for a call that never happened.",402 envelope; no run row marked succeeded; no metering shown.,POST /api/v1/prompt-lab/runs,atomic balance check,denied on exhausted pool,,none,unknown,,DISCOVERED,
OP-LAB-CREDITS-READ,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/prompt-lab — '{n} credits left this cycle.',,CreditPoolPeriod,read,src/screens/app/PromptLab.tsx,222,Reads creditsLeft (1000 - creditsUsed) from localStorage. Only rendered after a result exists.,"Server balance for the current period, always visible.",GET /api/v1/billing/credits,none,member of tenant,,none,browser-only,,DISCOVERED,
OP-LAB-SAVE-TEMPLATE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",MISSING on /app/prompt-lab,,PromptTemplate,create,src/screens/app/PromptLab.tsx,69,"No save control exists anywhere on the page, yet the stock output says 'When a prompt works, save it to the library' and the public /prompt-lab page advertises a 'Save to library' capability.",Save the current system+user+settings as a named template with a visibility scope.,POST /api/v1/prompt-lab/templates,unique name per scope; non-empty user prompt,member of tenant; team/tenant visibility needs admin,,none,unknown,,DISCOVERED,
OP-LAB-COMPARE-MODELS,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",MISSING on /app/prompt-lab,,PromptRun,execute,src/lib/pages/product.ts,221,"The empty-state copy says 'Test prompts against multiple models, compare responses' and the marketing page promises side-by-side comparison. The Lab holds exactly one model and one Result at a time.",Fan a single prompt out to N models and render results side by side with per-model cost and latency.,POST /api/v1/prompt-lab/runs:compare,"1..N model ids, all entitled",member of tenant,,N LLM provider calls,unknown,,DISCOVERED,
OP-VIBE-TOPNAV-SELECT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — Progress | My Playbooks | Settings,,VibeCapability,read,src/screens/app/VibeStudio.tsx,38,NO-OP. setActive(item.id) only restyles the button; the page body below is identical for all three. Three advertised sub-surfaces with zero implementation.,"Real routes: build progress, saved playbooks, studio settings.",n/a (should become routed tabs),none,member of tenant,,none,browser-only,,DISCOVERED,
OP-VIBE-MODEL-SELECT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — model select,,VibeBuild,update,src/screens/app/VibeStudio.tsx,66,"setState local to the TopBar component. build() lives in the parent and never reads it, so choosing claude-opus-5 changes nothing at all. Options: 'Default · claude-sonnet-4-6', claude-opus-5, claude-sonnet-5, claude-haiku-4-5.",Lift to the build request and persist on VibeBuild.modelId.,POST /api/v1/vibe/builds (body.modelId),model active and enabled for surface vibe_studio,member of tenant,,none,browser-only,,DISCOVERED,
OP-VIBE-CONTROLS-READ,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — '{n} AIU' and 'Claude · SaaS Key' chips,,CreditPoolPeriod,read,src/screens/app/VibeStudio.tsx,55,Read-only chips. The first prints creditsUsed with the unit 'AIU' — every other surface calls the same number AI Credits. The second is the literal constant 'Claude · SaaS Key'; no BYO-key store exists.,One credit unit across the product; the key chip must reflect a real tenant provider-credential record.,"GET /api/v1/billing/credits, GET /api/v1/ai/provider-keys",none,member of tenant; key detail admin-only,,none,unknown,,DISCOVERED,
OP-VIBE-PROMPT-EDIT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — build textarea,,VibeBuild,update,src/screens/app/VibeStudio.tsx,156,setState; placeholder 'Design an investor pitch deck for a fintech'. Cleared implicitly by the build flow's artifact naming.,Draft persistence; submitted and stored verbatim on the build.,n/a (client state),"non-empty, max length",member of tenant,,none,browser-only,,DISCOVERED,
OP-VIBE-PROMPT-INGEST,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio?prompt=…,,OnboardingIntent,read,src/screens/app/VibeStudio.tsx,110,DEAD PATH. Reads params.get('prompt') to seed the textarea and then clears the query string. Verified by grep: nothing in the repository ever links to /app/build/vibe-studio?prompt= . The landing hero instead routes to /register?intent= and onboarding merely prints it.,"Carry the captured intent through signup into the first build, or delete the dead parameter.",GET /api/v1/onboarding/intent,length cap; treat as untrusted text,member of tenant,,none,unknown,,DISCOVERED,
OP-VIBE-BUILD-SUBMIT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — '→' submit,,VibeBuild,execute,src/screens/app/VibeStudio.tsx,114,"Loops 4 fixed labels with setTimeout(450) each (1.8s total), calls spend(15) AND DISCARDS ITS RETURN VALUE, then addArtifact({name: toArtifactName(prompt), skill: capability.name, kind: capability.name}) writing to localStorage. The prompt itself is never stored. No build is performed and no artifact content is produced.","Create a VibeBuild, reserve credits (fail closed), run real build steps, persist the artifact and its first version, settle credits.",POST /api/v1/vibe/builds,non-empty prompt; capabilityId valid; idempotency key,member of tenant with vibe.build; credits available,,LLM/codegen pipeline (none today),browser-only,,DISCOVERED,
OP-VIBE-CAPABILITY-BUILD,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — 6 'Start from a capability' cards,,VibeBuild,execute,src/screens/app/VibeStudio.tsx,227,"onPick calls build(item), whose first line is `if (!prompt.trim()) return`. With an empty prompt the card click does ABSOLUTELY NOTHING — no focus move, no message, no error. The section header says 'each opens its own workspace'; none of them opens anything.","Select the capability, focus the prompt, and only then build; or open the capability's own workspace as the copy claims.",POST /api/v1/vibe/builds,prompt required — surface the requirement instead of silently returning,member of tenant; capability entitlement,,LLM/codegen pipeline,unknown,,DISCOVERED,
OP-VIBE-BUILD-PROGRESS,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — build step list,,VibeBuild,read,src/screens/app/VibeStudio.tsx,181,Renders 4 constant labels with ○/◐/✓ markers driven by a setTimeout counter. 'Wiring tools + guardrails' and 'Snapshotting version 1' describe work that does not occur.,Stream real step status from the build job; allow cancel and show failures.,GET /api/v1/vibe/builds/{id},none,build owner,,none,browser-only,,DISCOVERED,
OP-VIBE-ARTIFACT-CREATE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — 'Build complete' panel,,Artifact,create,src/lib/workspace.tsx,1029,"Client crypto.randomUUID(); writes {name, skill, kind, version:1, status:'draft', createdAt} to the shared localStorage blob. No tenantId, no userId, no audit event, no content. Also flips the onboarding checklist 'Create your first agent' to done.","Server-created, tenant-scoped, audited artifact with its definition and version 1 snapshot.",POST /api/v1/artifacts,name 1..200; capabilityId valid,member of tenant with artifact.create,,audit event artifact.created,browser-only,,DISCOVERED,
OP-VIBE-ARTIFACT-PUBLISH,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — 'Publish to tenant',,Artifact,transition,src/lib/workspace.tsx,1046,"Maps the array, sets status:'published' and version+1 IN PLACE. No snapshot row, no publishedAt, no publishedBy, NO PERMISSION CHECK, no audit event, no notification. Re-publish is prevented only by a disabled attribute on the button.","Check the app-publish permission server-side, write an immutable ArtifactVersion, stamp publisher and time, emit audit + notification, and support rollback.",POST /api/v1/artifacts/{id}/publish,artifact must be draft; optimistic concurrency on version,tenant admin with app.publish — currently enforced nowhere,,audit event artifact.published,unknown,,DISCOVERED,
OP-VIBE-BUILD-ANOTHER,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — 'Build another',,VibeBuild,update,src/screens/app/VibeStudio.tsx,210,"setPhase('idle') only. It does NOT clear the prompt or reset builtId, so the previous prompt stays in the box.",Reset the composer to a clean state.,n/a (client state),none,member of tenant,,none,unknown,,DISCOVERED,
OP-VIBE-ARTIFACT-LIST,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio — 'Your artifacts',,Artifact,list,src/screens/app/VibeStudio.tsx,236,"Renders every artifact in localStorage, newest first, showing name, skill, version and status. No paging, no filter, no search, no open, no delete, no rename.",Paged tenant-scoped list with open/rename/archive and a version history view.,GET /api/v1/artifacts?page=,paging,member of tenant; scoped to tenant,,none,browser-only,,DISCOVERED,
OP-VIBE-ARTIFACT-OPEN,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",MISSING — artifact rows are not interactive,,Artifact,read,src/screens/app/VibeStudio.tsx,237,"Each <li> is plain text. Copy promises 'Refine it in conversation, edit the graph by hand' — neither control exists.",Open an artifact detail/editor surface.,GET /api/v1/artifacts/{id},artifact in tenant,member of tenant,,none,unknown,,DISCOVERED,
OP-VIBE-ARTIFACT-ROLLBACK,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",MISSING,,ArtifactVersion,transition,src/lib/pages/product.ts,34,"Marketing promises 'roll back to any earlier version in one click'. publishArtifact only increments a counter, so there is no earlier version to return to.","Roll back to a chosen published version, creating a new version row.",POST /api/v1/artifacts/{id}/rollback,target version exists and was published,tenant admin with app.publish,,audit event artifact.rolled_back,unknown,,DISCOVERED,
OP-STUDIO-WS-OPEN,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio AND /studio/workspace/[workspaceId]/home,,StudioWorkspace,read,src/app/studio/workspace/[workspaceId]/home/page.tsx,1,"Two routes render the identical component. The [workspaceId] segment is never read (no useParams in src/screens/studio/AgentStudio.tsx), so any string in that position yields the same page. Both are wrapped in Protected requireOnboarding; unlike /app/*, this route is OUTSIDE AppShell, so it has no sidebar, no top bar and no Copilot dock.","Resolve the workspace, authorize membership, 404 on unknown, and scope every child query to it. Collapse the duplicate route or make /studio redirect to the default workspace.",GET /api/v1/studio/workspaces/{workspaceId},"uuid, exists, not archived",member of the workspace's tenant,,none,unknown,,DISCOVERED,
OP-STUDIO-NAV-PRIMARY,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy","/studio sidebar — Build, Search",,StudioNavItem,read,src/screens/studio/AgentStudio.tsx,41,onSelect(label) sets a local `active` string used only for highlighting. The main region always renders the Build home. 'Search' is a dead destination.,Route to real Build and Search surfaces.,n/a (should be routes),none,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-NAV-GROUP-TOGGLE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio sidebar — Library / Data / Operations headers,,StudioNavItem,update,src/screens/studio/AgentStudio.tsx,66,Adds/removes the group id in a local collapsed[] array. Not persisted; resets on reload.,Persist the collapse preference per user (local storage is acceptable for this one).,n/a (client preference),none,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-NAV-ITEM-SELECT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy","/studio sidebar — Agents, Activity, Knowledge, Tables, Files, Schedules, Logs",,StudioNavItem,read,src/screens/studio/AgentStudio.tsx,91,"Seven destinations, all setState-only. None changes the page. 'Agents' carries a hardcoded badge of '1' that is derived from nothing.","Seven real surfaces (agent library, run activity, knowledge bases, data tables, files, schedules, logs) with live counts.",GET /api/v1/studio/workspaces/{id}/{agents|activity|knowledge|tables|files|schedules|logs},none,workspace member; per-surface scopes,,none,browser-only,,DISCOVERED,
OP-STUDIO-SEARCH,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy","/studio header — 'Search agents, tables, logs...'",,AgentDefinition,list,src/screens/studio/AgentStudio.tsx,267,"An <input> with a placeholder and an aria-label and NO value, NO onChange and NO form. Typing in it does nothing; it is a decorative control.","Federated search across agents, tables and logs in the workspace.",GET /api/v1/studio/workspaces/{id}/search?q=,q length; debounce,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-THEME-TOGGLE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio header — ☀/☾,,StudioWorkspace,update,src/screens/studio/AgentStudio.tsx,276,Calls useTheme().toggle — this one genuinely works and persists via the theme provider.,unchanged,n/a (client preference),none,any authenticated user,,none,unknown,,DISCOVERED,
OP-STUDIO-HELP,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio header — '?',,StudioWorkspace,read,src/screens/studio/AgentStudio.tsx,283,"Opens an inline role=dialog panel with static prose. Not a modal, no focus trap, no Escape handler.","Accessible dialog with focus management, or a docs link.",n/a (static content),none,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-PROMPT-EDIT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — build composer,,AgentDefinition,update,src/screens/studio/AgentStudio.tsx,314,setState; placeholder 'Ask Apragya to find and track leads...'. The submit button is disabled while empty.,Draft persistence; submitted verbatim.,n/a (client state),"non-empty, max length",workspace member,,none,browser-only,,DISCOVERED,
OP-STUDIO-ATTACH-ADD,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio composer — '+' and '📎' (both open the same picker),,BuildAttachment,create,src/screens/studio/AgentStudio.tsx,328,"Reads only File.name into a string[], then resets the input value. No upload, no size check, no MIME check, no bytes read. Two visually distinct buttons ('Add context' and 'Attach a file') invoke the identical handler.",Authorized presigned upload with MIME/size validation and scanning; attach by id to the build.,POST /api/v1/files:presign then POST /api/v1/studio/builds/{id}/attachments,"MIME allowlist, size cap, count cap, virus scan",workspace member with file.upload,,object-store write (none today),unknown,,DISCOVERED,
OP-STUDIO-ATTACH-REMOVE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio composer — '×' on an attachment chip,,BuildAttachment,delete,src/screens/studio/AgentStudio.tsx,370,"Filters the name out of local state by index. Duplicate filenames are keyed `${name}-${index}` and removal by index is correct, but nothing exists to delete.",Delete the uploaded object and its row.,DELETE /api/v1/studio/builds/{id}/attachments/{attachmentId},attachment belongs to the build,uploader or workspace admin,,object-store delete,unknown,,DISCOVERED,
OP-STUDIO-BUILD-SUBMIT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — '↑' send,,Run,create,src/screens/studio/AgentStudio.tsx,300,"Calls recordRun({agent: prompt.slice(0,60), source:'Agent Studio'}), which fabricates a COMPLETED SUCCESSFUL run from the shared sampleTrace (6 credits, 3260ms, status 'success'), charges 6 credits, writes an audit row, then clears the prompt and attachments. NO AGENT IS CREATED. The confirmation claims the request is 'queued'.",Create an AgentDefinition draft (or a queued build job) from the prompt plus attachments; runs appear only when the agent actually executes.,POST /api/v1/studio/workspaces/{id}/agents,non-empty prompt; attachment ids owned by caller; idempotency key,workspace member with agent.create,,build pipeline (none today); today it writes a fake run + audit event,unknown,,DISCOVERED,
OP-STUDIO-OPEN-RUNS,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — 'Open Runs' link in the confirmation,,Run,list,src/screens/studio/AgentStudio.tsx,385,"Navigates to /app/runs, which leaves the studio shell entirely and re-enters AppShell.",Link to the run inside the studio's own Activity/Logs surface.,GET /api/v1/runs?agentId=,none,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-TEMPLATE-CATEGORY,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — 7 template category cards,,StudioTemplateCategory,read,src/screens/studio/AgentStudio.tsx,421,setCategory(item) swaps the right-hand panel. Each card prints '{count} templates' from a hardcoded number that exceeds the array length in 6 of 7 cases (82 advertised vs 25 present).,Server-supplied categories whose counts are the real row counts.,GET /api/v1/studio/template-categories,none,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-TEMPLATE-APPLY,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — 25 workflow tiles,,StudioWorkflowTemplate,read,src/screens/studio/AgentStudio.tsx,465,"setPrompt(workflow.name) — overwrites whatever is in the composer with the template's 2-3 word TITLE (e.g. 'Lead qualifier'), not a prompt. The panel caption promises 'click one to prefill your prompt'. It also does not scroll the composer into view, so on a small viewport the click appears to do nothing.","Insert the template's real prompt text (and its graph definition), warn on overwrite, and focus the composer.",GET /api/v1/studio/templates/{id},template exists and is active,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-HEALTH-READ,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — 'Agent Health' panel,,Run,read,src/screens/studio/AgentStudio.tsx,127,"passing = success/total of the localStorage runs array — but recordRun only ever writes status 'success', so it is always 100% (or 0% with no runs). avgLatency averages run.ms, which is always 3260, so it always reads '3.3s'. 'Active agents' is the hardcoded string '1'. The 'Last 30 days' chip is decorative: no date filter is applied, and the array is capped at the last 25 runs regardless.",Aggregate real run outcomes over an explicit window; active agents from the agent table.,GET /api/v1/studio/workspaces/{id}/health?window=30d,window in an allowed set,workspace member,,none,browser-only,,DISCOVERED,
OP-STUDIO-ACTIVITY-CHART,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — 'Recent Activity' / 'Runs per day across all agents',,Run,read,src/screens/studio/AgentStudio.tsx,494,"Renders seven empty flex columns containing only the day letters M T W T F S S. There are no bars, no values and no data binding of any kind — a titled chart with no chart in it.",Real per-day run counts for the selected window.,GET /api/v1/studio/workspaces/{id}/activity?window=7d,window allowed,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-CALENDAR-NAV,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio — mini calendar ‹ ›,,StudioWorkspace,read,src/screens/studio/AgentStudio.tsx,189,"Local Date cursor; renders a fixed 35-cell grid and highlights today. Purely decorative — no schedules, runs or events are plotted on it, despite sitting beside a Schedules nav item.",Bind to scheduled jobs and run history for the workspace.,GET /api/v1/studio/workspaces/{id}/schedule?month=,month format,workspace member,,none,unknown,,DISCOVERED,
OP-STUDIO-ACCOUNT-NAV,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio sidebar footer and header,,StudioWorkspace,read,src/screens/studio/AgentStudio.tsx,23,"Three plain navigations: the user tile → /app/account, 'Settings' → /app/setup, '←' → /app. All leave the studio shell.","unchanged, or studio-scoped settings.",n/a (client navigation),none,authenticated,,none,unknown,,DISCOVERED,
OP-CANVAS-OPEN,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio,,AgentDefinition,read,src/app/app/build/agent-studio/page.tsx,1,"ORPHANED ROUTE. Verified by grep: no nav item, tile or link anywhere points to it — the sidebar's 'Agent Studio' (appNav.ts:35) and the dashboard builder tile (appData.ts:174) both point at /studio. Reachable only by typing the URL. This is the second, incompatible Agent Studio implementation.","Decide: fold the canvas into the studio as an agent-detail view, or link and finish it. Two studios with divergent data models cannot both ship.",GET /api/v1/studio/agents/{id}/graph,agent exists in tenant,workspace member,,none,unknown,,DISCOVERED,
OP-CANVAS-TAB-SELECT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio — Canvas | Tests | Runs,,AgentDefinition,read,src/screens/app/AgentStudio.tsx,58,"Local tab state; not reflected in the URL, so a tab cannot be linked to or restored on refresh (every other app surface uses ?tab=).",Query-param tabs consistent with the rest of the app.,n/a (routed tab),tab in allowed set,workspace member,,none,unknown,,DISCOVERED,
OP-CANVAS-NODE-SELECT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio — 6 node buttons,,AgentNode,read,src/screens/app/AgentStudio.tsx,78,"setSelected(id) against the module-constant canvasNodes (default selection is index 2, 'Reason'). Nodes cannot be added, removed, reordered or connected; the 'canvas' is a vertical ordered list with a dotted background image.",Load the agent's real graph; select a node to edit it.,GET /api/v1/studio/agents/{id}/nodes,node belongs to the agent,workspace member,,none,unknown,,DISCOVERED,
OP-CANVAS-INSPECTOR-READ,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio — Inspector panel,,AgentNode,read,src/screens/app/AgentStudio.tsx,102,"Shows the selected node's label and kind, then three CONSTANT rows identical for every node: Model 'Auto-routed · best for task', Guardrails 'Content filter · approval cap', On failure 'Pause for human review'. Nothing is editable.","Per-node editable config persisted to AgentNode.config, including the model, guardrail bindings and failure policy.",PATCH /api/v1/studio/agents/{id}/nodes/{nodeId},config schema per node type,workspace member with agent.edit,,audit event agent.node.updated,unknown,,DISCOVERED,
OP-CANVAS-TESTRUN,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio — 'Run test',,Run,execute,src/screens/app/AgentStudio.tsx,33,"setTimeout(900), then recordRun({agent: agents[0]?.agent ?? 'Untitled agent', source:'Agent Studio test'}), then navigate('/app/runs'). The agent name comes from the FIRST agent of the first installed marketplace app — not from the canvas being edited — so the recorded run is attributed to an unrelated agent. Charges 6 credits and writes an audit row.","Execute the edited agent against a test input, persist a real run with real steps, and stay on the page to show the result.",POST /api/v1/studio/agents/{id}/test-runs,agent has a runnable graph; test input required,workspace member with agent.test,,LLM/tool calls; credit spend,browser-only,,DISCOVERED,
OP-CANVAS-TESTS-LIST,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio — Tests tab,,AgentTest,list,src/screens/app/AgentStudio.tsx,132,"Four inline literals with a fixed pass/fail. Nothing executes them; the one permanent 'fail' ('Rejects a lead with no contactable email') blocks nothing despite the copy 'Tests run as part of the build gate'. No add, edit, delete or run control.","CRUD golden tests, execute them, persist results, and enforce the publish gate.",GET/POST /api/v1/studio/agents/{id}/tests; POST /api/v1/studio/agents/{id}/tests:run,input/expectation schema,workspace member with agent.test,,LLM/tool calls on execution,unknown,,DISCOVERED,
OP-CANVAS-RUNS-NAV,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio — Runs tab,,Run,list,src/screens/app/AgentStudio.tsx,152,"The whole tab is one sentence plus a button that navigates to /app/runs. It renders no runs itself. Note this is a <button> inside body text, not a link — no middle-click, no copy-link.","Embed the agent's own run list, filtered to this agent.",GET /api/v1/runs?agentId={id},paging,workspace member,,none,unknown,,DISCOVERED,
OP-CANVAS-DEPLOY,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",MISSING on /app/build/agent-studio,,AgentDefinition,transition,src/screens/app/AgentStudio.tsx,117,"The Inspector states 'Deploy publishes an immutable snapshot. In-flight runs finish on the previous version; new runs pick up the new one.' There is no Deploy control on the page, and the public page advertises 'One-Click Deploy'.",Publish an immutable agent version; route new runs to it while in-flight runs finish on the prior one.,POST /api/v1/studio/agents/{id}/publish,all blocking tests pass; graph valid,tenant admin with agent.publish,,audit event agent.published,unknown,,DISCOVERED,
OP-AGENT-CATALOG-LIST,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/agent-portal (filter All / Enterprise Agents),,CatalogAgent,list,src/screens/app/AgentPortal.tsx,160,"Renders all 60 catalogue agents grouped by their 14 bundles from a static import. Bundle FIN's 3 agents show 'Ships with Finance & Accounting — install the app to run it' for an app that does not exist in the marketplace, so they are permanently unrunnable.",GET tenant-visible agents with real install/enable state; resolve or remove the FIN bundle.,GET /api/v1/agents?scope=catalog,paging,member of tenant,,none,unknown,,DISCOVERED,
OP-AGENT-CATALOG-SEARCH,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/agent-portal search box,,CatalogAgent,list,src/screens/app/AgentPortal.tsx,165,"Client-side substring match over `${name} ${blurb} ${groupName}` lowercased; empty groups are dropped. Works, but only over the 60 static rows.",Server-side search with the same fields.,GET /api/v1/agents?q=,q length,member of tenant,,none,unknown,,DISCOVERED,
OP-AGENT-CATALOG-FILTER,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/agent-portal — 7 filter chips,,CatalogAgent,list,src/screens/app/AgentPortal.tsx,210,"Only 'All'/'Enterprise Agents' show data and only 'Recent Runs' shows runs. 'Business Solution Agents', 'Agents', 'Workflows' and 'Automations' each render the SAME static EmptyFilter ('No {label} yet') regardless of tenant state — four permanently empty surfaces.","Four real collections, or remove the chips.",GET /api/v1/agents?kind=business_solution|custom|workflow|automation,kind in allowed set,member of tenant,,none,unknown,,DISCOVERED,
OP-AGENT-RUN,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/agent-portal — 'Run' on an installed agent card,,Run,execute,src/screens/app/AgentPortal.tsx,268,"recordRun({agent: agent.name, source: group.name}) — instantly fabricates a completed successful run from sampleTrace, charges 6 credits and increments the card's run counter. No confirmation, no input, no latency, no failure path. The run's identity is the agent's DISPLAY NAME.",Queue a real run against the installed agent with its required input; show queued/running/failed states.,POST /api/v1/agents/{agentId}/runs,agent installed; required inputs present; idempotency key,member of tenant; app installed and agent enabled,,LLM/tool calls; credit spend,unknown,,DISCOVERED,
OP-AGENT-RUNCOUNT-READ,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/agent-portal — '{n} runs' per card,,Run,read,src/screens/app/AgentPortal.tsx,153,"Builds a Map keyed by run.agent (a display string) over the capped 25-run array — so counts silently decay as older runs are evicted, and any agent rename resets its count to zero.",Server-side count per agent id over full history.,GET /api/v1/agents/{agentId}/runs:count,none,member of tenant,,none,unknown,,DISCOVERED,
OP-RUN-LIST,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/runs,,Run,list,src/screens/app/Runs.tsx,16,"Renders the localStorage runs array, newest first, capped at 25 by recordRun's .slice(0,25) — older runs are silently and permanently discarded. No filter, no search, no date range, no paging.","Paged, filterable tenant-scoped run history with retention policy.",GET /api/v1/runs?agentId=&status=&from=&to=&page=,paging; date range,member of tenant,,none,browser-only,,DISCOVERED,
OP-RUN-TRACE-READ,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/runs — expand a run,,RunStep,read,src/screens/app/Runs.tsx,72,"Expands to the six steps of the shared sampleTrace — every run in the system shows the identical trace, including the same lead #4821, the same 'Assigned to Priya S.' and the same token counts. The page's own copy is 'Nothing runs silently.'","Per-run persisted steps with real payloads, and replay.",GET /api/v1/runs/{id}/steps,run in tenant,member of tenant,,none,unknown,,DISCOVERED,
